R,G,B
0.524813,0.620546,0.800487
0.526074,0.621665,0.801694
0.526464,0.621967,0.801837
0.525861,0.621399,0.801268
0.524990,0.620635,0.800469
0.525736,0.621292,0.801108
0.526766,0.622092,0.801996
0.525878,0.621310,0.801162
0.526500,0.621736,0.801552
0.526571,0.621790,0.801588
0.526642,0.621843,0.801641
0.526624,0.621843,0.801623
0.526571,0.621754,0.801499
0.526234,0.621594,0.801357
0.526038,0.621346,0.801126
0.526518,0.621701,0.801428
0.526713,0.621878,0.801606
0.526766,0.621949,0.801677
0.526749,0.621932,0.801588
0.526695,0.621914,0.801606
0.526695,0.621861,0.801552
0.526784,0.621985,0.801659
0.526766,0.621861,0.801499
0.526784,0.621949,0.801570
0.526749,0.621843,0.801464
0.525541,0.620990,0.800647
0.526056,0.621328,0.801020
0.526713,0.621843,0.801464
0.526873,0.621985,0.801623
0.526624,0.621807,0.801392
0.525594,0.620813,0.800416
0.526056,0.621204,0.800824
0.526749,0.621754,0.801304
0.526802,0.621807,0.801375
0.526731,0.621736,0.801304
0.526553,0.621594,0.801108
0.526518,0.621559,0.801055
0.526642,0.621648,0.801162
0.526678,0.621719,0.801233
0.526535,0.621612,0.801073
0.525701,0.620902,0.800380
0.525559,0.620831,0.800238
0.525097,0.620386,0.799829
0.525594,0.620902,0.800380
0.524884,0.620351,0.799758
0.522166,0.617918,0.797325
0.525896,0.621115,0.800522
0.525754,0.620848,0.800398
0.526678,0.621541,0.801179
0.527939,0.622767,0.802529
0.527619,0.622624,0.802298
0.525985,0.621221,0.800789
0.526003,0.621239,0.800824
0.527814,0.622713,0.802227
0.526820,0.622021,0.801410
0.526393,0.621452,0.800895
0.526251,0.621310,0.800664
0.526216,0.621275,0.800593
0.525985,0.621097,0.800416
0.525967,0.621186,0.800682
0.526162,0.621257,0.800718
0.526127,0.621097,0.800362
0.526162,0.621115,0.800416
0.526091,0.621061,0.800309
0.526749,0.621612,0.800842
0.525612,0.620635,0.799847
0.525470,0.620475,0.799652
0.523481,0.618948,0.797965
0.522362,0.617829,0.796917
0.523303,0.618735,0.797769
0.524067,0.619250,0.798355
0.523818,0.619214,0.798195
0.524528,0.619694,0.798870
0.525132,0.620333,0.799421
0.525523,0.620546,0.799687
0.526571,0.621576,0.800753
0.527690,0.622713,0.802014
0.525115,0.619996,0.799172
0.524937,0.619978,0.799012
0.525008,0.620102,0.799084
0.525736,0.620742,0.799829
0.527246,0.621985,0.801002
0.527850,0.622447,0.801570
0.527637,0.622216,0.801517
0.527104,0.621754,0.800860
0.527850,0.622394,0.801499
0.526216,0.620777,0.799758
0.525914,0.620173,0.798977
0.526127,0.620546,0.799243
0.524528,0.619356,0.798071
0.524795,0.619587,0.798373
0.525843,0.620458,0.799261
0.526109,0.620635,0.799421
0.526162,0.620688,0.799528
0.526003,0.620564,0.799332
0.526038,0.620582,0.799332
0.526091,0.620564,0.799350
0.526074,0.620600,0.799368
0.525843,0.620422,0.799190
0.525061,0.619871,0.798480
0.523463,0.618415,0.797076
0.522113,0.617314,0.795886
0.523036,0.618006,0.796597
0.524759,0.619427,0.798089
0.522752,0.617811,0.796419
0.523871,0.618877,0.797503
0.524386,0.619250,0.798036
0.525914,0.620280,0.799172
0.525203,0.620049,0.798693
0.523765,0.618717,0.797130
0.523179,0.618149,0.796579
0.524582,0.619321,0.797787
0.524528,0.619232,0.797645
0.524546,0.619250,0.797698
0.524511,0.619214,0.797645
0.524546,0.619250,0.797627
0.524511,0.619214,0.797627
0.524493,0.619179,0.797574
0.524440,0.619143,0.797538
0.524298,0.619019,0.797396
0.524351,0.619072,0.797432
0.524298,0.619019,0.797414
0.524262,0.618966,0.797343
0.524067,0.618681,0.797059
0.523765,0.618450,0.796846
0.523481,0.618291,0.796686
0.524084,0.618806,0.797183
0.523960,0.618735,0.797112
0.524671,0.619285,0.797663
0.524528,0.619179,0.797556
0.524262,0.618966,0.797219
0.524067,0.618717,0.796934
0.524635,0.619303,0.797485
0.524884,0.619445,0.797751
0.524759,0.619303,0.797503
0.524067,0.618681,0.796881
0.523587,0.618362,0.796490
0.525701,0.620138,0.798497
0.524031,0.618646,0.796810
0.524937,0.619410,0.797538
0.524298,0.618770,0.796970
0.524546,0.619037,0.797112
0.524546,0.618983,0.797165
0.525363,0.619623,0.797787
0.524511,0.618823,0.796988
0.524937,0.619268,0.797272
0.525594,0.619747,0.797858
0.525861,0.619960,0.798124
0.524919,0.619196,0.797272
0.526642,0.620617,0.798728
0.526322,0.620386,0.798480
0.525914,0.619925,0.797947
0.525683,0.619747,0.797769
0.525630,0.619676,0.797716
0.525541,0.619605,0.797574
0.524990,0.619196,0.797094
0.524742,0.618895,0.796863
0.524813,0.618948,0.796899
0.525541,0.619641,0.797538
0.525399,0.619427,0.797414
0.525310,0.619339,0.797343
0.525061,0.619161,0.797094
0.523019,0.617474,0.795442
0.523445,0.617758,0.795691
0.524777,0.618930,0.796775
0.524528,0.618450,0.796366
0.524919,0.618823,0.796828
0.524830,0.618966,0.796757
0.523871,0.618078,0.795886
0.527477,0.621452,0.799492
0.525861,0.620013,0.798071
0.523747,0.618006,0.795496
0.523321,0.617758,0.795531
0.525132,0.619143,0.796828
0.525274,0.619250,0.796934
0.525257,0.619250,0.796917
0.525257,0.619214,0.796881
0.524386,0.618557,0.796153
0.524653,0.618735,0.796366
0.525274,0.619232,0.796828
0.525168,0.619143,0.796739
0.524599,0.618788,0.796224
0.523907,0.618024,0.795496
0.523889,0.618095,0.795638
0.524653,0.618841,0.796402
0.523214,0.617758,0.795176
0.523321,0.617669,0.795212
0.523996,0.618024,0.795478
0.523694,0.617776,0.795140
0.526180,0.620138,0.797698
0.524280,0.618433,0.795762
0.524546,0.618557,0.795886
0.524972,0.618966,0.796206
0.525008,0.618895,0.796242
0.524226,0.618220,0.795513
0.525488,0.619410,0.796703
0.525523,0.619321,0.796703
0.525150,0.619001,0.796313
0.526482,0.620209,0.797663
0.527832,0.621541,0.799101
0.525452,0.619143,0.796437
0.525257,0.619090,0.796331
0.525807,0.619694,0.796988
0.525896,0.619676,0.796988
0.525345,0.619232,0.796490
0.526571,0.620298,0.797716
0.524777,0.618699,0.795958
0.525878,0.619516,0.796668
0.525772,0.619410,0.796597
0.525381,0.619054,0.796242
0.524759,0.618557,0.795691
0.525754,0.619410,0.796508
0.526145,0.619783,0.796934
0.526251,0.619694,0.796881
0.530905,0.624472,0.801961
0.527637,0.621257,0.798568
0.525576,0.619339,0.796384
0.524937,0.618717,0.795691
0.524671,0.618504,0.795425
0.524440,0.618379,0.795265
0.522859,0.617047,0.793950
0.522113,0.616479,0.793347
0.522770,0.617065,0.793862
0.523552,0.617811,0.794696
0.524422,0.618468,0.795407
0.523978,0.618024,0.794839
0.521918,0.616426,0.793471
0.523516,0.617687,0.794448
0.522415,0.616515,0.793240
0.522841,0.616976,0.793684
0.523356,0.617545,0.794110
0.522326,0.616515,0.793151
0.523854,0.617758,0.794359
0.522166,0.616301,0.792885
0.524084,0.617864,0.794430
0.524102,0.617882,0.794483
0.523640,0.617474,0.793968
0.522237,0.616337,0.792832
0.524102,0.617864,0.794341
0.524511,0.618149,0.794643
0.524333,0.618006,0.794466
0.524653,0.618255,0.794696
0.524901,0.618433,0.794892
0.524955,0.618415,0.794839
0.524671,0.618113,0.794572
0.523658,0.617332,0.793720
0.524102,0.617776,0.794164
0.523854,0.617314,0.793666
0.524333,0.617118,0.793400
0.524830,0.617687,0.793950
0.527601,0.619747,0.796544
0.525718,0.618735,0.794998
0.526376,0.619214,0.795496
0.525239,0.618273,0.794519
0.525612,0.618522,0.794714
0.525878,0.618664,0.794768
0.525861,0.618557,0.794625
0.525878,0.618610,0.794608
0.524511,0.617278,0.793169
0.525168,0.617935,0.793915
0.525257,0.618131,0.794004
0.525079,0.617847,0.793773
0.526322,0.618823,0.794696
0.526482,0.618930,0.794785
0.526535,0.618912,0.794714
0.526607,0.618983,0.794750
0.526589,0.618912,0.794643
0.526624,0.618948,0.794625
0.526624,0.618895,0.794554
0.526837,0.619108,0.794803
0.526695,0.618877,0.794501
0.526784,0.619037,0.794625
0.526784,0.618966,0.794590
0.526784,0.618948,0.794554
0.526908,0.619054,0.794661
0.527477,0.619516,0.795140
0.527495,0.619516,0.795158
0.527157,0.619285,0.794874
0.527193,0.619303,0.794856
0.527352,0.619427,0.794998
0.526713,0.619019,0.794572
0.525115,0.617740,0.793276
0.524511,0.617189,0.792725
0.525505,0.617900,0.793364
0.527228,0.619410,0.794856
0.527441,0.619445,0.795016
0.526234,0.618433,0.794022
0.526447,0.618593,0.794057
0.526429,0.618397,0.793950
0.527246,0.619392,0.795052
0.527814,0.619694,0.795194
0.526429,0.618646,0.794022
0.528596,0.620493,0.795958
0.528418,0.620298,0.795869
0.527157,0.618770,0.794110
0.526980,0.618681,0.793879
0.526997,0.618699,0.793897
0.526962,0.618628,0.793808
0.527086,0.618699,0.793879
0.527193,0.618770,0.793915
0.527424,0.619019,0.794146
0.527281,0.618877,0.793950
0.527441,0.618930,0.794022
0.529235,0.620404,0.796011
0.526695,0.618468,0.793577
0.526962,0.618664,0.793755
0.525878,0.617722,0.792601
0.525345,0.617314,0.792157
0.527086,0.618717,0.793702
0.526926,0.618468,0.793329
0.526997,0.618539,0.793382
0.527654,0.619143,0.794039
0.527690,0.619090,0.793950
0.527814,0.619108,0.793933
0.527672,0.619037,0.793773
0.528418,0.619587,0.794377
0.527939,0.619196,0.794022
0.527832,0.619108,0.793879
0.527956,0.619179,0.793879
0.527495,0.618752,0.793471
0.528702,0.619818,0.794537
0.528418,0.619498,0.794252
0.527583,0.618788,0.793524
0.529857,0.620848,0.795549
0.531189,0.622021,0.796810
0.528898,0.619854,0.794590
0.528507,0.619623,0.794377
0.529839,0.620777,0.795620
0.528667,0.619498,0.794199
0.528454,0.619481,0.794217
0.528791,0.619658,0.794252
0.528205,0.619161,0.793773
0.528329,0.619356,0.794004
0.529786,0.620635,0.795336
0.530194,0.620937,0.795620
0.529377,0.619942,0.794590
0.529058,0.619783,0.794359
0.529075,0.619765,0.794252
0.528933,0.619587,0.794057
0.528667,0.619214,0.793577
0.528667,0.619090,0.793489
0.528685,0.619285,0.793773
0.528063,0.618912,0.793471
0.527921,0.618699,0.793098
0.528205,0.618664,0.793133
0.528063,0.618752,0.793098
0.527352,0.618166,0.792423
0.526162,0.617136,0.791393
0.525825,0.616816,0.791038
0.526305,0.617172,0.791304
0.527974,0.618504,0.792618
0.527850,0.618539,0.792778
0.527548,0.618166,0.792263
0.527921,0.618433,0.792476
0.527814,0.618344,0.792352
0.527743,0.618308,0.792299
0.526624,0.617403,0.791428
0.527601,0.618166,0.792086
0.527495,0.618060,0.791997
0.527370,0.617953,0.791872
0.527317,0.617900,0.791766
0.527228,0.617811,0.791659
0.527175,0.617740,0.791588
0.526944,0.617456,0.791286
0.525807,0.616674,0.790487
0.525310,0.616248,0.790007
0.524866,0.615804,0.789634
0.524031,0.615360,0.789119
0.525097,0.616195,0.789972
0.526162,0.617189,0.790949
0.526802,0.617580,0.791464
0.527193,0.617989,0.791766
0.527708,0.618433,0.792245
0.526908,0.617705,0.791411
0.526269,0.617012,0.790736
0.526305,0.617030,0.790647
0.526127,0.616799,0.790434
0.525523,0.616248,0.789865
0.525843,0.616586,0.790114
0.525861,0.616515,0.790132
0.526056,0.616692,0.790185
0.526535,0.616959,0.790505
0.527015,0.617474,0.791055
0.528116,0.618397,0.792121
0.525488,0.616053,0.789546
0.525789,0.616230,0.789688
0.526234,0.616568,0.789954
0.526500,0.616674,0.790043
0.526091,0.616248,0.789599
0.525647,0.615822,0.789173
0.524386,0.614401,0.787716
0.525559,0.615769,0.788942
0.526305,0.616266,0.789457
0.526713,0.616550,0.789777
0.527122,0.616905,0.790185
0.527939,0.617616,0.790967
0.528329,0.617935,0.791269
0.528667,0.618166,0.791517
0.528489,0.618006,0.791357
0.528507,0.618024,0.791340
0.528205,0.617776,0.790984
0.526802,0.616479,0.789706
0.527317,0.617012,0.790203
0.526464,0.616142,0.789333
0.528347,0.617598,0.790824
0.526269,0.615804,0.788960
0.527441,0.616799,0.789865
0.528010,0.617225,0.790363
0.527157,0.616621,0.789865
0.527193,0.616372,0.789581
0.528347,0.617260,0.790665
0.528702,0.617527,0.791091
0.528081,0.617065,0.790647
0.529928,0.618468,0.792050
0.530567,0.619179,0.792778
0.529928,0.618539,0.791908
0.527495,0.616479,0.789883
0.529661,0.618273,0.791304
0.528773,0.617367,0.790665
0.529022,0.617474,0.790789
0.528685,0.617207,0.790398
0.530265,0.618433,0.791677
0.530336,0.618468,0.791713
0.530425,0.618557,0.791766
0.530656,0.619125,0.791961
0.527743,0.616319,0.788977
0.529004,0.617456,0.790185
0.527743,0.616372,0.788782
0.527228,0.615875,0.788285
0.526695,0.615449,0.787805
0.526997,0.615662,0.788107
0.528880,0.617545,0.789901
0.528134,0.616070,0.788800
0.526251,0.614436,0.786615
0.526642,0.615094,0.787148
0.527850,0.616106,0.788302
0.527299,0.615502,0.787734
0.528223,0.616213,0.788409
0.528471,0.616461,0.788693
0.527548,0.615413,0.787698
0.527335,0.615484,0.787574
0.524901,0.613069,0.784963
0.525683,0.613762,0.785549
0.525345,0.613389,0.785176
0.526624,0.614579,0.786473
0.527246,0.615058,0.786953
0.525967,0.613548,0.785336
0.525683,0.613424,0.784981
0.526269,0.613513,0.784874
0.526695,0.613797,0.785070
0.525417,0.613175,0.784803
0.525328,0.613175,0.784697
0.527370,0.614934,0.786508
0.527654,0.615182,0.786810
0.525914,0.613406,0.785070
0.525292,0.613033,0.784466
0.525843,0.613602,0.784999
0.526482,0.613904,0.785283
0.526820,0.614152,0.785514
0.527601,0.614721,0.786029
0.527104,0.614170,0.785425
0.527654,0.614667,0.786047
0.528667,0.615626,0.787041
0.527619,0.614667,0.785869
0.526145,0.613317,0.784448
0.526358,0.613282,0.784501
0.527814,0.614561,0.785745
0.527317,0.614312,0.785585
0.525328,0.612554,0.783720
0.530461,0.616834,0.788089
0.526447,0.613229,0.784377
0.526216,0.613442,0.784484
0.527281,0.614294,0.785461
0.528170,0.614792,0.785887
0.527033,0.613921,0.784981
0.528223,0.614827,0.785816
0.528365,0.615005,0.786011
0.528507,0.615147,0.786189
0.527690,0.614507,0.785585
0.528294,0.614952,0.785993
0.528507,0.615094,0.786047
0.528347,0.614916,0.785887
0.528720,0.615271,0.786207
0.528844,0.615378,0.786402
0.528827,0.615378,0.786331
0.528116,0.614863,0.785816
0.528471,0.614934,0.785940
0.528170,0.614454,0.785407
0.527637,0.614365,0.785283
0.527157,0.613886,0.784786
0.527885,0.614667,0.785425
0.528685,0.615200,0.786082
0.528933,0.615431,0.786278
0.529146,0.615591,0.786455
0.529111,0.615484,0.786313
0.528756,0.615147,0.785940
0.528152,0.614596,0.785372
0.527477,0.614099,0.784928
0.528294,0.614863,0.785567
0.528294,0.614863,0.785709
0.527779,0.614436,0.785265
0.529448,0.615875,0.786651
0.529573,0.615928,0.786828
0.529217,0.615502,0.786402
0.526926,0.613619,0.784324
0.526411,0.613051,0.783684
0.525896,0.612554,0.783205
0.527814,0.614081,0.784803
0.527317,0.613531,0.784217
0.527601,0.613921,0.784537
0.529324,0.615449,0.786171
0.531065,0.617207,0.788036
0.528685,0.614543,0.785318
0.528489,0.614579,0.785212
0.528454,0.614650,0.785336
0.530994,0.616870,0.787681
0.529963,0.615591,0.786402
0.528578,0.614507,0.785034
0.528649,0.614472,0.784999
0.528578,0.614472,0.784981
0.528560,0.614490,0.784981
0.528649,0.614579,0.785088
0.528276,0.614134,0.784803
0.527939,0.614134,0.784768
0.528649,0.614685,0.785265
0.530567,0.616088,0.786970
0.530390,0.616070,0.786988
0.531562,0.617332,0.788000
0.532432,0.618042,0.788729
0.531882,0.617669,0.788356
0.529519,0.615396,0.786100
0.530567,0.616319,0.786917
0.531455,0.616976,0.787521
0.531580,0.617030,0.787539
0.531580,0.617012,0.787503
0.532557,0.617900,0.788516
0.531970,0.617296,0.787752
0.532024,0.617385,0.787841
0.532166,0.617474,0.787947
0.532166,0.617367,0.787752
0.532166,0.617332,0.787681
0.532272,0.617385,0.787752
0.532414,0.617491,0.787787
0.532397,0.617491,0.787787
0.531082,0.616213,0.786420
0.529786,0.614969,0.785105
0.530745,0.615751,0.785905
0.530461,0.615467,0.785532
0.530141,0.615200,0.785176
0.530088,0.615040,0.784999
0.529697,0.614792,0.784501
0.530052,0.614934,0.784768
0.530194,0.614969,0.784786
0.529093,0.613992,0.783738
0.529857,0.614667,0.784413
0.529999,0.614721,0.784395
0.530212,0.614880,0.784572
0.530159,0.614863,0.784555
0.530994,0.615484,0.785088
0.531828,0.616070,0.785674
0.531722,0.615928,0.785514
0.531011,0.615378,0.784928
0.531811,0.616017,0.785514
0.531704,0.615804,0.785283
0.532308,0.616319,0.785798
0.531704,0.615715,0.785105
0.531722,0.615769,0.785017
0.532450,0.616230,0.785603
0.533516,0.617030,0.786366
0.533107,0.616639,0.785940
0.534368,0.617776,0.787166
0.533054,0.616568,0.785816
0.533391,0.616781,0.785922
0.533711,0.616905,0.785993
0.533587,0.616745,0.785780
0.533587,0.616710,0.785762
0.533196,0.616319,0.785336
0.533196,0.616248,0.785159
0.533693,0.616603,0.785461
0.533960,0.616763,0.785603
0.534013,0.616763,0.785567
0.533853,0.616710,0.785318
0.533196,0.616017,0.784697
0.533267,0.616053,0.784732
0.535771,0.618131,0.786864
0.535310,0.617669,0.786349
0.534688,0.617030,0.785514
0.533072,0.615680,0.784111
0.535043,0.617260,0.785709
0.534155,0.616479,0.784874
0.534244,0.616621,0.785017
0.534635,0.616941,0.785176
0.535434,0.617705,0.786082
0.536020,0.618042,0.786526
0.533977,0.616124,0.784342
0.535327,0.617367,0.785532
0.535931,0.617811,0.785958
0.534617,0.616621,0.784732
0.535452,0.617296,0.785372
0.534741,0.616603,0.784644
0.536730,0.618362,0.786437
0.536677,0.618095,0.786100
0.536606,0.617989,0.785958
0.536784,0.618166,0.786135
0.536588,0.618024,0.785905
0.536748,0.618149,0.786082
0.536429,0.617722,0.785603
0.536730,0.617882,0.785727
0.536588,0.617847,0.785709
0.536358,0.617669,0.785585
0.536073,0.617616,0.785496
0.536979,0.618273,0.786207
0.536997,0.618220,0.786011
0.536322,0.617509,0.785230
0.536873,0.618131,0.785727
0.536855,0.617971,0.785603
0.536873,0.618078,0.785727
0.538418,0.619339,0.786988
0.538720,0.619605,0.787148
0.539945,0.620546,0.788249
0.541011,0.621505,0.789190
0.539430,0.619960,0.787503
0.539430,0.619978,0.787468
0.539466,0.619996,0.787450
0.539466,0.619942,0.787414
0.539750,0.620173,0.787645
0.539963,0.620369,0.787876
0.540034,0.620386,0.787823
0.540016,0.620315,0.787734
0.539856,0.620209,0.787592
0.539892,0.620209,0.787610
0.540087,0.620404,0.787841
0.540318,0.620511,0.787876
0.540460,0.620795,0.788267
0.540727,0.620955,0.788444
0.539359,0.619623,0.787130
0.539288,0.619712,0.787024
0.539821,0.620049,0.787379
0.539928,0.620102,0.787397
0.539643,0.619942,0.787219
0.538826,0.619303,0.786544
0.538880,0.619321,0.786651
0.538418,0.618912,0.786366
0.539111,0.619285,0.787041
0.540922,0.621257,0.788800
0.537317,0.618202,0.785088
0.535860,0.617030,0.784395
0.537210,0.618166,0.785585
0.537086,0.618060,0.785496
0.538542,0.619196,0.786526
0.537849,0.618664,0.785940
0.536464,0.617562,0.784768
0.536091,0.617207,0.784555
0.536855,0.618060,0.785354
0.534279,0.615733,0.783063
0.537530,0.618628,0.786064
0.535913,0.617243,0.784626
0.537619,0.618699,0.786047
0.536748,0.617722,0.784981
0.537334,0.618184,0.785372
0.537317,0.618166,0.785372
0.535647,0.617065,0.784235
0.535576,0.616816,0.783951
0.537459,0.618326,0.785407
0.537263,0.618255,0.785390
0.536162,0.617420,0.784572
0.536073,0.617207,0.784359
0.536624,0.617882,0.785070
0.538347,0.619054,0.786224
0.537334,0.618255,0.785407
0.537672,0.618291,0.785265
0.538595,0.619143,0.786100
0.539803,0.619960,0.786953
0.539253,0.619552,0.786580
0.539164,0.619410,0.786402
0.539501,0.619694,0.786651
0.539856,0.620013,0.786899
0.539537,0.619836,0.786775
0.540034,0.620138,0.786917
0.540514,0.620688,0.787485
0.541864,0.621825,0.788711
0.540567,0.620475,0.787432
0.537814,0.618078,0.784732
0.538578,0.618895,0.785301
0.540993,0.620795,0.787379
0.540904,0.620440,0.787130
0.540585,0.620244,0.786686
0.543125,0.622624,0.789261
0.540016,0.619854,0.786189
0.539057,0.619054,0.785230
0.539288,0.619250,0.785390
0.538684,0.618841,0.784981
0.537778,0.618202,0.784359
0.537015,0.617687,0.783809
0.536535,0.617349,0.783400
0.536304,0.617118,0.783152
0.535594,0.616657,0.782654
0.534475,0.615857,0.781873
0.533356,0.615111,0.781091
0.532166,0.614294,0.780292
0.531100,0.613140,0.779049
0.530745,0.612767,0.778640
0.530834,0.612785,0.778605
0.530407,0.612412,0.778232
0.530958,0.612714,0.778427
0.529306,0.611097,0.776722
0.529555,0.611222,0.776704
0.529999,0.611435,0.776793
0.532503,0.613335,0.778551
0.532574,0.613140,0.778161
0.535452,0.615325,0.780150
0.538027,0.617172,0.781926
0.541437,0.619481,0.784377
0.541899,0.619818,0.784768
0.542272,0.620386,0.785034
0.544368,0.621914,0.786437
0.544759,0.622287,0.786704
0.545185,0.622269,0.786686
0.548826,0.625022,0.789404
0.548417,0.624507,0.788906
0.550105,0.625626,0.789972
0.551046,0.626212,0.790576
0.550851,0.626425,0.790682
0.551295,0.626834,0.791038
0.550709,0.626425,0.790523
0.549767,0.625679,0.789794
0.550993,0.626514,0.790594
0.551099,0.626638,0.790718
0.552538,0.627544,0.791926
0.554581,0.629622,0.793968
0.553106,0.628486,0.792530
0.554225,0.629285,0.793400
0.553622,0.628663,0.792618
0.554296,0.629090,0.793062
0.554421,0.629196,0.793116
0.554581,0.629267,0.793205
0.554563,0.629232,0.793080
